isocntry,lgbt_rights,age,lgbt_friends,religion,discrim_percep,sastisfaction,discrim_exp,online_activism,antidiscrim_eff,left_right,marital,gender,education,occupation,urban,mobile,fin_hardship,internet,social_class,voice_country,opinion_leader,interview_size,cooperation,min_ethnic,min_skin,min_religion,min_sexual,min_roma,w1,lgbt_power,gdp_pc,free_expr,polarisation,hate_speech,educ_equality
HU,2,23,1,1,1,2,0,0,3,98,2,0,4,8,2,1,7,1,8,4,1,1,1,0,0,0,0,0,2.736,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,50,1,12,2,2,0,0,5,10,2,0,2,5,2,1,3,2,3,4,1,1,1,0,0,0,0,0,0.7796,0.424,54.31,0.576,2.453,-1.99,0.74
HU,1,43,1,13,1,2,0,0,1,10,2,0,2,5,2,1,3,1,4,4,1,1,1,0,0,0,0,0,0.7796,0.424,54.31,0.576,2.453,-1.99,0.74
HU,3,58,0,1,1,2,0,0,4,5,2,1,2,7,2,1,3,6,2,4,2,2,1,0,0,0,0,0,0.8607,0.424,54.31,0.576,2.453,-1.99,0.74
HU,1,70,0,1,1,3,0,0,3,10,2,0,1,7,2,0,3,6,2,4,1,2,2,0,0,0,0,0,1.0048,0.424,54.31,0.576,2.453,-1.99,0.74
HU,3,37,1,13,1,2,0,0,1,98,2,0,2,3,2,1,3,1,2,6,2,1,1,0,0,0,0,0,1.1556,0.424,54.31,0.576,2.453,-1.99,0.74
HU,5,48,0,1,1,2,0,0,1,97,2,1,3,1,2,1,3,1,3,6,2,1,3,0,0,0,0,0,0.8111,0.424,54.31,0.576,2.453,-1.99,0.74
HU,4,67,0,1,1,1,0,0,12,97,2,0,2,7,2,1,3,6,1,6,4,1,1,0,0,0,0,0,1.0048,0.424,54.31,0.576,2.453,-1.99,0.74
HU,4,28,0,5,6,2,0,0,6,97,2,1,3,1,3,1,3,1,4,3,2,2,2,0,0,1,0,0,1.596,0.424,54.31,0.576,2.453,-1.99,0.74
HU,4,48,0,15,2,3,0,0,4,4,3,1,2,1,3,1,3,1,3,3,3,3,2,0,0,0,0,0,0.7728,0.424,54.31,0.576,2.453,-1.99,0.74
HU,4,58,0,4,6,2,0,0,3,8,3,0,2,1,3,1,3,1,3,1,1,1,2,0,0,0,0,0,0.7608,0.424,54.31,0.576,2.453,-1.99,0.74
HU,5,60,0,4,5,2,0,0,7,3,2,0,3,7,3,1,3,1,3,2,3,1,2,0,0,0,0,0,0.7608,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,30,0,1,3,2,0,0,7,6,1,1,2,3,2,1,2,6,2,4,2,2,4,0,0,0,0,0,2.2249,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,58,0,1,3,3,0,0,6,6,4,1,1,7,2,1,2,6,2,4,4,1,3,0,0,0,0,0,1.1769,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,49,0,1,3,2,0,0,6,9,2,0,2,4,2,1,2,1,2,3,2,1,3,0,0,0,0,0,1.0702,0.424,54.31,0.576,2.453,-1.99,0.74
HU,4,82,0,1,4,2,0,0,6,4,4,0,1,7,2,1,3,6,1,4,3,1,3,0,0,0,0,0,1.364,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,50,0,1,4,2,0,0,7,5,2,1,2,4,2,1,2,6,2,3,2,1,2,0,0,0,0,0,1.1112,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,49,0,1,3,2,0,0,7,7,2,0,2,4,2,1,2,1,1,4,2,1,3,0,0,0,0,0,1.0702,0.424,54.31,0.576,2.453,-1.99,0.74
HU,4,62,0,1,3,2,0,0,6,8,4,1,1,7,2,1,2,6,1,4,2,1,3,0,0,0,0,0,1.1769,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,55,0,1,2,2,0,0,7,3,2,0,2,1,2,1,2,5,2,3,2,1,3,0,0,0,0,0,1.0949,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,56,0,1,2,2,0,0,5,3,3,1,2,7,2,1,1,2,2,2,2,1,2,0,0,0,0,0,1.0115,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,33,0,1,3,2,0,0,5,3,3,0,2,4,2,1,2,1,2,2,2,1,2,0,0,0,0,0,1.3457,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,32,0,1,3,2,0,0,5,3,2,1,3,3,2,1,3,1,2,2,2,2,1,0,0,0,0,0,1.9294,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,74,0,1,3,2,0,0,5,2,4,0,2,1,2,1,3,1,2,2,2,1,2,0,0,0,0,0,1.1749,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,33,0,13,2,2,0,0,7,5,2,1,2,4,1,1,3,2,1,3,2,1,2,0,0,0,0,0,2.2249,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,31,0,13,3,2,0,0,5,6,2,0,3,3,1,1,3,3,2,2,2,1,1,0,0,0,0,0,1.5591,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,47,0,1,3,3,0,0,6,3,1,0,3,4,1,1,3,6,1,2,3,1,3,0,0,0,0,0,1.0702,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,39,0,13,3,2,0,0,7,10,2,0,2,4,1,1,3,6,2,2,3,1,2,0,0,0,0,0,1.5591,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,46,0,13,3,2,0,0,6,10,2,0,2,3,3,1,3,2,2,3,3,1,2,0,0,0,0,0,1.0205,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,70,0,3,3,2,0,0,7,2,4,0,2,7,3,1,3,6,2,3,3,1,3,0,0,0,0,0,1.3011,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,68,0,13,3,3,0,0,8,2,2,1,2,7,3,1,3,6,1,3,3,1,3,0,0,0,0,0,1.2957,0.424,54.31,0.576,2.453,-1.99,0.74
HU,3,63,0,13,3,2,0,0,5,1,2,1,3,7,3,1,3,6,1,2,3,1,2,0,0,0,0,0,1.1225,0.424,54.31,0.576,2.453,-1.99,0.74
HU,3,59,0,13,3,2,0,0,7,7,4,0,2,7,1,1,3,6,1,2,3,1,2,0,0,0,0,0,1.0949,0.424,54.31,0.576,2.453,-1.99,0.74
HU,3,46,0,3,2,2,0,0,5,3,2,0,3,4,1,1,3,6,2,3,3,1,1,0,0,0,0,0,1.0702,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,50,0,1,3,3,0,0,5,9,3,1,2,4,1,1,3,6,1,3,3,1,3,0,0,0,0,0,1.1112,0.424,54.31,0.576,2.453,-1.99,0.74
HU,3,47,0,13,3,2,0,0,7,7,2,0,2,4,1,1,3,6,1,2,3,1,2,0,0,0,0,0,1.0702,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,37,0,4,3,2,0,0,8,9,2,0,3,3,3,1,3,2,2,2,3,1,1,0,0,0,0,0,1.4877,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,32,0,1,3,2,0,0,8,9,2,0,3,1,3,1,3,1,2,2,2,1,1,0,0,0,0,0,1.4877,0.424,54.31,0.576,2.453,-1.99,0.74
HU,3,45,0,4,3,2,0,0,7,2,2,1,2,4,3,1,3,2,1,3,3,1,3,0,0,0,0,0,1.0596,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,47,0,4,3,3,0,0,7,5,2,1,2,7,3,1,3,6,1,2,3,1,3,0,0,0,0,0,1.0596,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,61,0,1,2,2,0,0,11,5,2,0,2,7,3,1,2,6,3,2,3,1,3,0,0,0,0,0,0.7608,0.424,54.31,0.576,2.453,-1.99,0.74
HU,1,46,0,13,2,2,0,1,1,3,2,1,2,4,3,1,3,1,3,2,3,1,2,0,0,0,0,0,0.7728,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,37,1,1,3,2,0,0,5,98,2,0,2,3,3,1,3,1,3,1,4,2,2,0,0,0,0,0,1.1018,0.424,54.31,0.576,2.453,-1.99,0.74
HU,4,55,0,1,3,3,0,0,5,8,2,1,2,1,3,1,3,2,3,1,2,1,2,0,0,0,0,0,0.8202,0.424,54.31,0.576,2.453,-1.99,0.74
HU,1,51,0,3,4,2,0,0,5,98,2,0,2,1,3,1,3,2,3,3,4,1,2,0,0,0,0,0,0.7427,0.424,54.31,0.576,2.453,-1.99,0.74
HU,4,43,0,13,3,2,0,0,6,10,3,1,2,4,3,1,2,2,1,4,2,1,3,0,0,0,0,0,0.7728,0.424,54.31,0.576,2.453,-1.99,0.74
HU,1,25,1,1,1,1,0,0,3,98,2,0,3,3,3,1,3,1,3,2,4,1,2,0,0,0,0,0,1.1018,0.424,54.31,0.576,2.453,-1.99,0.74
HU,3,49,0,13,2,2,0,0,1,98,2,1,2,4,3,1,2,2,1,4,4,1,3,0,0,0,0,1,0.7728,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,68,0,1,4,3,0,0,8,4,4,0,2,7,3,0,2,6,2,3,3,1,2,0,0,0,0,0,0.9577,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,31,1,1,2,2,0,1,5,97,2,0,2,3,3,1,3,1,3,2,4,1,2,0,0,0,0,0,1.1018,0.424,54.31,0.576,2.453,-1.99,0.74
HU,1,47,0,1,4,2,0,0,7,98,2,0,2,4,3,1,3,2,2,1,3,1,2,0,0,0,0,0,0.7427,0.424,54.31,0.576,2.453,-1.99,0.74
HU,3,50,0,12,3,2,0,0,6,5,2,1,2,4,3,1,3,1,3,1,3,1,2,0,0,0,0,0,0.7728,0.424,54.31,0.576,2.453,-1.99,0.74
HU,1,33,0,1,3,1,0,0,7,8,2,1,2,3,3,1,2,1,3,3,3,1,2,0,0,0,0,0,1.596,0.424,54.31,0.576,2.453,-1.99,0.74
HU,4,25,0,1,2,3,0,0,1,10,2,1,2,4,3,1,3,1,1,4,1,1,2,0,0,0,0,0,1.596,0.424,54.31,0.576,2.453,-1.99,0.74
HU,1,50,1,1,4,1,0,0,7,7,2,0,3,2,3,1,3,1,3,1,3,1,2,0,0,0,0,0,0.7427,0.424,54.31,0.576,2.453,-1.99,0.74
HU,3,39,0,13,3,2,0,0,4,6,2,1,2,3,3,1,3,1,2,1,2,1,2,0,0,0,0,0,1.596,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,60,1,12,4,1,0,0,1,98,3,0,2,4,3,1,3,1,1,4,2,1,2,0,0,0,0,0,0.7608,0.424,54.31,0.576,2.453,-1.99,0.74
HU,1,19,0,1,4,1,0,0,12,98,2,1,4,8,3,1,3,1,2,4,4,1,1,0,0,0,0,0,2.9999,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,67,0,13,3,2,0,0,12,8,3,0,2,7,3,1,3,7,2,4,4,1,1,0,0,0,0,0,0.9577,0.424,54.31,0.576,2.453,-1.99,0.74
HU,4,63,0,13,4,2,0,0,6,3,2,1,3,4,3,1,3,6,2,3,4,1,1,0,0,0,0,0,0.8202,0.424,54.31,0.576,2.453,-1.99,0.74
HU,1,72,0,1,4,1,0,0,6,5,4,0,3,7,3,1,3,6,3,4,4,1,1,0,0,0,0,0,0.9577,0.424,54.31,0.576,2.453,-1.99,0.74
HU,4,44,0,12,4,2,0,0,5,5,3,1,2,4,3,1,3,1,3,6,2,1,3,0,0,0,0,0,0.4906,0.424,54.31,0.576,2.453,-1.99,0.74
HU,4,65,0,1,3,3,0,0,5,10,2,0,2,7,3,1,3,6,3,1,2,1,2,0,0,0,0,0,0.6185,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,44,0,1,4,2,0,0,5,6,2,1,2,4,3,1,3,2,3,1,2,1,1,0,0,0,0,0,0.4906,0.424,54.31,0.576,2.453,-1.99,0.74
HU,3,51,0,1,3,3,0,0,3,7,1,1,2,4,3,0,2,6,2,1,2,1,2,0,0,0,0,0,0.4906,0.424,54.31,0.576,2.453,-1.99,0.74
HU,3,41,0,1,4,1,0,1,8,5,2,0,2,3,3,1,3,1,3,4,2,2,1,0,1,0,1,1,0.7427,0.424,54.31,0.576,2.453,-1.99,0.74
HU,4,34,0,1,4,2,0,1,6,6,2,0,2,7,3,1,1,1,2,3,3,1,2,0,1,0,0,0,1.1018,0.424,54.31,0.576,2.453,-1.99,0.74
HU,3,78,1,1,2,2,0,1,7,3,4,0,1,7,3,1,3,1,1,3,3,1,2,0,0,1,0,0,0.9577,0.424,54.31,0.576,2.453,-1.99,0.74
HU,3,62,0,1,3,3,0,0,7,7,4,0,2,6,3,1,2,1,1,3,2,1,4,0,0,0,1,0,0.7608,0.424,54.31,0.576,2.453,-1.99,0.74
HU,3,30,0,1,6,3,0,0,11,97,3,0,2,3,2,1,2,1,2,6,3,1,3,0,0,0,0,0,1.1556,0.424,54.31,0.576,2.453,-1.99,0.74
HU,5,25,0,3,6,3,0,0,11,7,2,0,3,2,2,1,3,1,3,3,3,1,3,0,0,0,0,0,1.1556,0.424,54.31,0.576,2.453,-1.99,0.74
HU,5,70,0,3,6,3,0,0,7,97,4,0,1,4,2,1,3,6,3,4,3,1,4,0,0,0,0,0,1.0048,0.424,54.31,0.576,2.453,-1.99,0.74
HU,5,45,0,12,3,3,0,0,11,6,3,1,3,2,2,1,3,1,4,4,3,1,4,0,0,0,0,0,0.8111,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,81,1,1,4,2,0,0,7,7,4,0,1,7,1,0,3,6,2,1,3,1,2,0,0,0,0,0,0.717,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,78,0,1,4,2,0,0,7,7,2,0,1,7,1,0,3,6,2,2,3,1,1,0,0,0,0,0,0.717,0.424,54.31,0.576,2.453,-1.99,0.74
HU,1,77,0,1,4,2,0,0,8,7,4,0,1,7,1,0,3,6,2,2,2,1,1,0,0,0,0,0,0.717,0.424,54.31,0.576,2.453,-1.99,0.74
HU,3,56,0,1,2,2,0,0,8,7,1,1,2,4,1,1,3,1,3,1,2,1,3,0,0,0,0,0,0.4661,0.424,54.31,0.576,2.453,-1.99,0.74
HU,4,50,0,1,2,2,0,0,9,8,2,0,2,4,1,1,3,1,3,2,4,1,3,0,0,0,0,0,0.4184,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,34,0,1,2,2,0,0,9,8,2,1,2,4,1,1,3,6,3,2,4,1,3,0,0,0,0,0,0.9613,0.424,54.31,0.576,2.453,-1.99,0.74
HU,4,41,0,1,2,2,0,0,7,8,2,0,2,4,1,1,3,2,3,2,4,1,3,0,0,0,0,0,0.4184,0.424,54.31,0.576,2.453,-1.99,0.74
HU,3,80,0,1,2,2,0,0,8,8,4,0,1,7,1,0,2,6,3,2,4,1,3,0,0,0,0,0,0.5534,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,33,0,1,2,2,0,0,8,7,2,1,2,4,1,1,2,6,3,2,4,1,3,0,0,0,0,0,0.9613,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,31,0,1,2,3,0,0,8,8,2,0,2,6,1,1,2,1,3,2,4,1,3,0,0,0,0,0,0.6452,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,59,0,1,2,3,0,0,9,7,2,1,2,4,1,1,3,6,3,2,4,1,3,0,0,0,0,0,0.4661,0.424,54.31,0.576,2.453,-1.99,0.74
HU,3,76,0,3,3,3,0,0,7,6,4,0,2,7,3,1,3,4,2,2,2,1,1,0,0,0,0,0,0.9577,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,60,1,1,1,2,0,1,4,4,2,0,3,1,3,1,3,2,3,3,2,2,1,0,0,0,0,0,0.7608,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,55,0,4,2,2,0,0,6,4,2,0,2,3,3,1,3,2,3,2,3,1,2,0,0,0,0,0,0.7608,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,56,0,4,3,3,0,0,6,5,2,1,2,2,3,1,3,3,3,3,2,2,2,0,0,1,0,0,0.8202,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,59,1,3,2,3,0,1,5,4,3,1,2,1,3,1,3,2,2,3,3,1,1,0,0,0,0,0,0.8202,0.424,54.31,0.576,2.453,-1.99,0.74
HU,3,66,0,1,4,3,0,0,8,4,2,1,2,7,3,1,3,5,3,3,4,2,2,0,0,0,0,0,0.9529,0.424,54.31,0.576,2.453,-1.99,0.74
HU,3,62,0,1,4,2,0,0,10,6,2,1,2,4,3,1,3,5,2,2,3,2,1,0,0,0,0,0,0.8202,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,50,0,3,4,2,0,0,8,3,2,1,2,4,3,1,3,1,3,3,3,1,1,0,0,0,0,0,0.7728,0.424,54.31,0.576,2.453,-1.99,0.74
HU,2,60,1,1,3,2,0,0,1,6,2,0,3,3,3,1,3,6,2,4,4,2,1,0,0,0,0,0,0.7608,0.424,54.31,0.576,2.453,-1.99,0.74
HU,3,58,0,13,3,2,0,0,2,9,1,0,3,3,2,1,3,1,3,1,4,1,1,0,0,0,0,0,0.6602,0.424,54.31,0.576,2.453,-1.99,0.74
HU,4,31,0,1,1,2,0,0,1,7,2,0,2,3,2,1,3,1,3,2,3,1,1,0,0,0,0,0,0.9693,0.424,54.31,0.576,2.453,-1.99,0.74
HU,3,55,0,13,1,3,0,0,1,7,4,0,2,3,2,1,3,1,3,2,4,1,1,0,0,0,0,0,0.6602,0.424,54.31,0.576,2.453,-1.99,0.74
LV,4,49,0,1,4,2,0,0,12,98,3,0,2,7,2,1,1,6,3,4,4,4,3,0,0,0,0,0,0.5446,1.573,60.021,0.954,-2.478,1.413,1.852
LV,4,16,0,1,6,2,0,0,12,98,1,1,4,8,2,1,2,1,3,2,2,3,1,0,0,0,0,0,0.9431,1.573,60.021,0.954,-2.478,1.413,1.852
LV,4,24,0,2,4,2,0,1,7,5,2,0,3,3,2,1,3,1,1,3,1,1,1,0,0,0,0,0,0.6961,1.573,60.021,0.954,-2.478,1.413,1.852
LV,3,25,0,1,2,2,0,0,7,5,1,0,2,3,2,1,2,1,1,4,4,1,1,0,0,0,0,0,0.507,1.573,60.021,0.954,-2.478,1.413,1.852
LV,4,61,0,3,3,3,0,0,8,98,2,0,2,6,1,1,2,2,1,3,3,1,2,0,0,0,0,0,0.4816,1.573,60.021,0.954,-2.478,1.413,1.852
LV,4,42,0,3,6,2,0,0,7,98,2,1,3,1,1,1,3,1,1,6,2,1,2,0,0,0,0,0,1.1711,1.573,60.021,0.954,-2.478,1.413,1.852
LV,4,30,0,2,3,2,0,0,2,97,1,1,3,4,1,1,7,6,1,4,2,1,2,0,0,0,0,0,0.7334,1.573,60.021,0.954,-2.478,1.413,1.852
LV,2,19,0,2,2,2,0,0,7,7,1,0,4,8,2,1,3,1,3,2,2,1,1,0,0,0,0,0,0.6961,1.573,60.021,0.954,-2.478,1.413,1.852
LV,1,69,0,3,3,3,0,0,9,10,3,0,3,7,3,1,3,1,3,2,2,1,1,0,0,0,0,0,1.7502,1.573,60.021,0.954,-2.478,1.413,1.852
LV,2,74,1,3,4,2,0,0,8,10,4,0,3,7,3,1,3,6,4,2,4,1,1,0,0,0,0,0,1.7502,1.573,60.021,0.954,-2.478,1.413,1.852
LV,4,27,0,13,3,3,0,0,5,97,2,0,2,6,2,1,1,1,4,4,4,1,2,0,0,0,0,0,0.507,1.573,60.021,0.954,-2.478,1.413,1.852
LV,3,16,0,4,2,1,0,0,6,6,1,0,4,8,2,1,2,1,3,2,3,1,2,0,0,0,0,0,0.6961,1.573,60.021,0.954,-2.478,1.413,1.852
LV,3,36,0,4,4,2,0,0,2,5,1,1,2,4,1,1,3,1,3,4,2,1,1,0,0,0,0,0,0.9277,1.573,60.021,0.954,-2.478,1.413,1.852
LV,4,74,0,1,4,1,0,0,10,10,4,0,3,7,1,1,3,6,2,1,3,1,1,0,0,0,0,0,0.8426,1.573,60.021,0.954,-2.478,1.413,1.852
LV,1,20,1,13,1,2,0,0,5,5,2,0,8,3,2,1,2,1,1,1,2,2,1,0,0,0,0,0,0.7748,1.573,60.021,0.954,-2.478,1.413,1.852
LV,2,18,0,1,3,1,0,0,5,98,1,0,4,8,2,1,3,1,9,2,3,1,1,0,0,0,0,0,0.7748,1.573,60.021,0.954,-2.478,1.413,1.852
LV,4,20,0,13,1,1,0,0,2,98,1,1,2,1,2,1,3,1,3,6,1,1,1,0,0,0,0,0,0.9689,1.573,60.021,0.954,-2.478,1.413,1.852
LV,1,66,0,13,2,2,0,0,5,5,4,0,2,7,2,1,3,6,1,3,3,1,1,0,0,0,0,0,0.7429,1.573,60.021,0.954,-2.478,1.413,1.852
LV,2,68,0,4,6,2,0,0,5,6,2,0,3,7,1,1,3,3,3,3,4,2,1,0,0,0,0,0,1.0958,1.573,60.021,0.954,-2.478,1.413,1.852
LV,3,55,0,4,2,2,0,0,1,7,2,1,3,3,1,1,3,1,4,3,3,1,1,1,0,0,0,0,0.9269,1.573,60.021,0.954,-2.478,1.413,1.852
LV,2,50,0,4,6,2,0,0,5,3,2,1,2,4,1,1,3,2,1,3,3,2,2,0,0,0,0,0,1.5122,1.573,60.021,0.954,-2.478,1.413,1.852
LV,2,65,0,1,6,2,0,0,3,5,2,0,2,7,1,1,3,6,3,2,3,1,2,0,0,0,0,0,1.0958,1.573,60.021,0.954,-2.478,1.413,1.852
LV,2,60,0,1,3,2,0,0,7,6,1,0,3,2,2,1,3,1,3,2,2,1,2,0,0,0,0,0,0.3441,1.573,60.021,0.954,-2.478,1.413,1.852
LV,2,74,0,3,3,2,0,0,7,5,2,1,2,7,2,1,2,6,1,2,4,2,2,0,0,0,0,0,0.6662,1.573,60.021,0.954,-2.478,1.413,1.852
LV,1,19,1,2,2,2,0,0,4,6,1,0,4,8,2,1,3,1,1,3,4,3,2,0,0,0,0,0,0.6551,1.573,60.021,0.954,-2.478,1.413,1.852
LV,4,40,0,13,4,3,0,0,6,5,1,1,2,4,2,1,2,6,3,4,2,1,2,0,0,0,0,0,0.8861,1.573,60.021,0.954,-2.478,1.413,1.852
LV,2,71,0,1,4,2,0,0,4,7,2,0,3,7,2,1,3,6,3,2,2,1,2,0,0,0,0,0,0.6273,1.573,60.021,0.954,-2.478,1.413,1.852
LV,2,18,1,1,2,1,0,0,5,5,5,0,4,8,3,1,3,1,9,4,3,1,2,0,0,0,0,0,0.6551,1.573,60.021,0.954,-2.478,1.413,1.852
LV,4,47,0,4,4,3,0,0,10,98,3,0,2,6,3,1,1,1,9,4,4,1,2,0,0,0,0,0,0.4776,1.573,60.021,0.954,-2.478,1.413,1.852
LV,4,20,0,1,4,2,0,0,6,98,5,1,2,4,3,1,3,1,1,4,3,1,3,0,0,0,0,0,0.8344,1.573,60.021,0.954,-2.478,1.413,1.852
LV,1,56,1,1,1,2,0,0,5,98,2,0,2,5,3,1,3,1,9,3,3,1,2,0,0,0,0,0,0.3441,1.573,60.021,0.954,-2.478,1.413,1.852
LV,4,69,0,4,4,3,0,0,5,98,2,0,2,7,3,1,2,7,9,4,3,1,3,0,0,0,0,0,0.6273,1.573,60.021,0.954,-2.478,1.413,1.852
LV,4,67,0,3,6,2,0,0,12,5,2,1,3,7,1,1,3,1,9,2,2,1,1,0,0,0,0,0,0.8923,1.573,60.021,0.954,-2.478,1.413,1.852
LV,4,36,0,1,6,2,0,0,12,98,2,1,3,4,1,1,2,1,9,3,2,1,2,0,0,0,0,0,0.9277,1.573,60.021,0.954,-2.478,1.413,1.852
LV,4,72,0,2,6,3,0,0,12,98,1,0,1,7,1,1,1,7,1,2,2,1,3,0,0,0,0,0,0.8426,1.573,60.021,0.954,-2.478,1.413,1.852
LV,5,71,0,13,6,2,0,0,5,98,4,0,2,7,1,1,3,6,3,4,4,1,1,0,0,0,0,0,1.0958,1.573,60.021,0.954,-2.478,1.413,1.852
LV,2,27,0,13,2,2,0,0,7,5,2,0,3,2,1,1,3,1,3,4,2,1,1,0,0,0,0,0,0.8377,1.573,60.021,0.954,-2.478,1.413,1.852
LV,1,34,0,4,2,2,0,0,5,8,2,0,3,3,1,1,3,1,3,3,3,1,1,0,0,0,0,0,0.8377,1.573,60.021,0.954,-2.478,1.413,1.852
LV,2,65,0,13,3,2,0,0,5,8,2,1,2,7,1,1,3,6,1,3,3,1,2,0,0,0,0,0,1.1592,1.573,60.021,0.954,-2.478,1.413,1.852
LV,2,74,0,3,4,2,0,0,4,6,2,0,2,7,1,1,3,6,3,2,2,1,2,0,0,0,0,0,1.0958,1.573,60.021,0.954,-2.478,1.413,1.852
LV,2,48,0,3,3,3,0,0,5,9,2,0,3,4,1,1,3,1,3,2,3,1,2,0,0,0,0,0,0.8547,1.573,60.021,0.954,-2.478,1.413,1.852
LV,4,68,0,1,6,1,0,0,1,9,3,0,1,7,3,1,3,6,1,4,2,1,2,0,0,0,0,0,1.7502,1.573,60.021,0.954,-2.478,1.413,1.852
LV,2,57,0,3,6,2,0,0,6,5,1,1,2,4,3,1,3,6,2,3,3,1,2,0,0,0,0,0,1.5157,1.573,60.021,0.954,-2.478,1.413,1.852
LV,1,18,0,1,3,2,0,0,1,98,5,1,4,8,3,1,7,6,7,2,1,1,2,0,0,0,0,0,2.2344,1.573,60.021,0.954,-2.478,1.413,1.852
LV,3,45,0,1,3,3,0,0,5,5,1,0,2,3,3,1,2,6,3,6,2,2,2,0,0,0,0,0,1.404,1.573,60.021,0.954,-2.478,1.413,1.852
LV,2,64,0,1,4,2,0,0,12,8,3,0,3,2,3,1,3,1,1,2,2,1,2,0,0,0,0,0,1.106,1.573,60.021,0.954,-2.478,1.413,1.852
LV,3,65,0,1,4,2,0,0,10,6,4,0,3,7,1,1,3,1,1,2,2,1,1,0,0,0,0,0,1.2446,1.573,60.021,0.954,-2.478,1.413,1.852
LV,1,20,1,13,1,2,0,0,4,5,1,1,2,4,1,1,3,1,1,2,2,1,1,0,0,0,0,0,1.6085,1.573,60.021,0.954,-2.478,1.413,1.852
LV,3,47,0,14,3,2,0,0,8,97,1,0,2,6,1,1,3,1,9,1,2,1,1,0,0,0,0,0,0.9826,1.573,60.021,0.954,-2.478,1.413,1.852
LV,2,69,0,2,4,2,0,0,6,98,2,0,2,7,1,0,3,6,3,2,3,1,2,0,0,0,0,0,1.2446,1.573,60.021,0.954,-2.478,1.413,1.852
LV,2,35,1,1,3,1,0,0,11,9,2,0,3,1,3,1,3,1,3,2,2,1,1,0,0,0,0,0,1.3738,1.573,60.021,0.954,-2.478,1.413,1.852
LV,1,17,0,2,4,2,0,0,11,5,1,1,4,8,3,1,3,1,3,6,1,1,1,0,0,0,0,0,2.2344,1.573,60.021,0.954,-2.478,1.413,1.852
LV,1,31,0,12,3,1,0,0,11,7,2,0,3,2,3,1,3,1,3,2,2,1,1,0,0,0,0,0,1.3738,1.573,60.021,0.954,-2.478,1.413,1.852
LV,2,27,0,4,1,2,0,0,4,97,1,0,2,3,2,1,3,1,3,3,2,1,1,0,0,0,0,0,0.4602,1.573,60.021,0.954,-2.478,1.413,1.852
LV,2,27,0,4,2,1,0,0,5,7,2,1,3,2,2,1,3,1,3,3,3,1,1,0,0,0,0,0,0.6766,1.573,60.021,0.954,-2.478,1.413,1.852
LV,4,30,0,2,1,1,0,0,3,5,2,0,3,2,2,1,3,1,3,4,1,1,1,0,0,0,0,0,0.4602,1.573,60.021,0.954,-2.478,1.413,1.852
LV,1,72,1,4,6,3,0,0,12,3,3,0,2,7,3,1,1,6,1,2,3,1,1,0,0,0,0,0,0.6125,1.573,60.021,0.954,-2.478,1.413,1.852
LV,3,53,0,2,3,2,0,0,5,5,2,1,2,4,2,1,2,1,1,2,3,2,2,1,0,0,0,0,1.6976,1.573,60.021,0.954,-2.478,1.413,1.852
LV,1,38,1,2,2,2,0,0,1,98,2,0,3,3,2,1,2,1,2,4,2,1,1,0,0,0,0,0,0.9626,1.573,60.021,0.954,-2.478,1.413,1.852
