isocntry,lgbt_rights,age,lgbt_friends,religion,discrim_percep,sastisfaction,discrim_exp,online_activism,antidiscrim_eff,left_right,marital,gender,education,occupation,urban,mobile,fin_hardship,internet,social_class,voice_country,opinion_leader,interview_size,cooperation,min_ethnic,min_skin,min_religion,min_sexual,min_roma,w1,lgbt_power,gdp_pc,free_expr,polarisation,hate_speech,educ_equality
ES,1,25,1,1,2,2,0,0,5,2,2,1,2,4,2,1,1,1,1,2,4,1,1,0,0,0,0,0,2.0052,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,31,0,6,3,3,0,0,5,10,1,1,1,6,2,0,1,7,1,6,4,1,1,0,1,0,0,0,2.0052,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,45,0,1,4,2,0,1,6,7,1,1,4,8,2,1,2,1,1,2,2,1,1,1,0,0,0,0,1.8565,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,76,1,1,3,2,0,0,8,7,2,1,3,7,1,1,3,1,3,2,2,1,1,0,0,0,0,0,0.5607,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,23,1,13,3,2,0,0,7,6,1,0,4,8,1,1,3,1,3,3,2,1,1,0,0,0,0,0,1.1095,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,60,1,13,3,2,0,0,6,6,2,1,1,7,1,1,3,1,1,3,3,1,1,0,0,0,0,0,0.64,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,73,1,12,3,2,0,0,7,2,2,1,3,7,1,1,3,5,1,4,1,1,1,0,0,0,0,0,0.5607,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,20,1,12,1,2,0,1,6,3,1,0,4,8,1,1,3,1,3,4,2,1,1,0,0,0,0,0,1.1095,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,62,0,1,4,2,0,0,5,4,2,1,2,7,1,1,3,7,1,2,2,1,1,0,0,0,0,0,0.64,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,73,1,1,2,2,0,0,7,5,4,0,2,7,1,0,3,6,1,2,4,1,1,0,0,0,0,0,0.9127,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,71,0,1,2,1,0,0,4,5,2,1,3,7,1,1,3,1,3,4,2,1,1,0,0,0,0,0,0.5607,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,40,0,15,3,2,0,0,7,98,2,0,2,5,2,1,2,2,1,2,2,1,2,0,0,0,0,0,0.8554,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,42,1,13,4,2,0,0,4,98,2,1,2,3,3,1,3,1,3,3,4,1,2,0,0,0,0,0,1.181,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,78,0,13,4,2,0,0,5,98,2,1,2,7,3,1,3,6,3,2,4,1,2,0,0,0,0,0,0.6901,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,76,0,1,4,2,0,0,4,4,4,0,1,5,3,1,3,6,3,3,4,1,2,0,0,0,0,0,1.0852,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,22,0,1,2,1,0,0,5,4,1,0,4,8,2,1,2,2,3,1,3,1,2,0,0,0,0,0,1.3204,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,45,0,1,1,2,0,0,8,5,2,0,2,4,2,1,2,3,1,2,2,1,3,0,0,0,0,0,0.8554,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,43,1,15,2,3,0,0,6,7,2,0,2,5,2,1,3,3,3,1,2,1,2,0,0,0,0,0,0.8554,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,46,0,1,4,3,0,0,5,98,2,0,1,6,3,1,3,1,3,2,4,1,2,0,0,0,0,0,0.8501,1.834,81.503,0.923,-0.565,0.416,1.752
ES,5,78,0,1,2,2,0,0,12,5,2,0,1,5,2,0,2,6,1,2,3,1,2,0,0,0,0,0,1.0492,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,72,0,1,3,3,0,0,4,8,2,1,1,7,3,1,3,1,3,2,4,1,2,0,0,0,0,0,0.6901,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,49,0,1,3,2,0,0,9,6,1,1,3,3,2,1,3,3,3,1,2,1,2,0,0,0,0,0,1.1419,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,63,0,2,4,2,0,0,5,7,4,0,2,3,3,1,3,2,3,3,4,1,2,0,0,0,0,0,0.6131,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,59,1,13,4,2,0,0,5,3,1,0,2,6,3,1,3,1,3,2,4,1,2,0,0,0,0,0,0.6131,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,23,1,13,3,2,0,0,5,3,1,0,4,8,3,1,3,1,3,2,4,1,2,0,0,0,0,0,1.3124,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,49,1,1,2,2,0,0,5,5,2,0,1,5,1,1,3,1,1,2,3,1,1,0,0,0,0,0,0.9484,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,24,0,1,3,2,0,0,4,3,1,1,2,4,1,1,3,1,3,1,2,1,1,0,0,0,0,0,0.8775,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,70,1,1,2,1,0,0,5,3,2,1,3,7,1,1,3,1,3,1,2,1,1,0,0,0,0,0,0.7753,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,84,0,1,3,1,0,0,4,5,2,1,5,7,1,1,3,6,3,1,4,2,1,0,0,0,0,0,0.7753,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,36,1,1,1,1,1,0,6,4,2,0,2,5,1,1,1,1,2,1,1,1,1,0,0,0,0,0,1.3477,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,39,1,1,3,2,0,0,5,4,2,1,1,4,1,1,3,1,3,2,4,1,1,0,0,0,0,0,1.4174,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,41,1,1,3,3,1,0,5,97,2,0,1,6,1,1,2,1,1,4,1,1,1,0,0,0,0,0,0.9484,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,49,1,1,2,2,0,0,4,4,2,0,3,4,1,1,3,1,1,1,4,2,1,0,0,0,0,0,0.9484,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,58,1,12,3,2,0,0,7,1,2,0,2,5,2,1,3,1,1,4,2,1,2,0,0,0,0,0,0.4326,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,67,0,1,3,1,0,0,1,1,2,0,1,7,1,1,3,2,1,2,4,1,1,0,0,0,0,0,0.8004,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,73,0,1,4,3,0,0,5,4,1,1,1,7,2,0,3,6,1,3,4,1,3,0,0,0,0,0,0.4933,1.834,81.503,0.923,-0.565,0.416,1.752
ES,3,92,0,1,3,1,0,0,9,1,2,1,2,7,3,0,2,6,3,3,3,1,2,0,0,0,0,0,0.6181,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,70,0,1,3,2,0,0,8,10,2,0,3,7,3,0,3,1,3,3,3,1,2,0,0,0,0,0,0.9801,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,57,1,1,2,2,0,1,9,5,2,0,1,7,3,1,2,6,3,4,3,1,2,0,0,0,0,0,0.5475,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,48,1,13,4,2,0,0,1,2,2,1,2,6,1,1,2,2,1,4,4,1,2,0,0,0,0,0,0.8742,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,31,1,12,2,2,0,1,3,1,2,1,8,6,3,1,1,1,1,4,1,1,2,1,1,0,1,0,1.161,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,32,1,13,2,2,0,0,6,1,1,1,3,6,2,1,3,1,1,2,4,1,2,0,0,0,0,0,0.9534,1.834,81.503,0.923,-0.565,0.416,1.752
ES,4,82,0,1,3,2,0,0,3,5,4,0,1,5,1,1,2,6,1,4,4,1,3,0,0,0,0,0,0.8004,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,53,1,13,2,2,0,0,1,4,2,1,2,4,1,1,3,1,3,3,2,2,2,0,0,0,0,0,0.8742,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,39,1,1,4,2,0,1,6,5,2,0,2,4,1,1,3,1,3,2,4,2,2,0,0,0,0,0,0.9012,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,67,1,14,1,3,0,0,3,4,2,0,3,1,3,1,2,1,3,1,2,1,1,0,0,0,0,0,0.9801,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,36,0,13,2,1,0,0,10,1,2,1,3,4,3,1,2,1,3,4,4,1,2,0,0,0,0,0,1.161,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,52,0,12,3,4,0,0,3,2,1,0,3,3,3,1,1,1,1,6,2,2,1,1,0,0,0,0,0.8501,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,50,1,13,2,2,0,0,7,1,2,1,1,4,3,1,7,2,1,4,3,1,1,0,0,0,0,0,1.181,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,20,1,13,3,2,0,0,4,2,2,0,2,6,3,1,2,1,1,3,3,2,1,0,0,0,0,1,1.3124,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,38,1,4,3,2,0,0,4,97,2,1,3,4,3,1,2,1,1,3,3,1,1,1,0,0,0,0,1.2826,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,46,1,1,1,2,0,0,3,98,1,1,1,4,1,1,3,6,2,4,4,1,1,0,0,0,0,0,1.3303,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,60,1,2,4,3,0,0,7,4,2,1,2,6,1,1,3,6,2,4,4,1,1,0,0,0,0,0,0.8876,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,70,0,1,1,1,0,0,8,5,3,0,2,7,1,1,3,1,2,1,4,1,1,0,0,0,0,0,1.224,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,45,0,13,3,2,0,0,1,98,1,1,1,4,1,1,3,1,2,4,4,1,1,0,0,0,0,0,1.3303,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,37,1,1,1,4,0,1,2,98,2,0,2,4,1,1,1,1,2,4,1,1,1,0,0,0,0,0,1.3712,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,18,1,13,2,1,0,0,7,2,1,1,4,8,1,1,3,1,2,2,2,1,1,0,0,0,0,0,0.8971,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,45,1,2,2,4,0,0,10,3,2,0,3,6,2,1,3,1,3,2,2,1,1,0,0,0,0,0,0.9702,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,28,1,1,3,2,0,0,9,5,1,1,3,4,2,1,3,1,3,2,2,1,1,0,0,0,0,0,1.4512,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,16,1,2,2,2,0,0,10,98,1,0,4,8,2,1,3,1,1,2,2,2,2,0,0,0,0,1,1.4853,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,67,1,1,2,2,0,0,7,1,4,1,1,7,2,1,3,2,3,2,3,1,2,0,0,0,0,0,0.6181,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,59,1,13,4,1,0,0,6,5,2,0,1,5,2,1,2,1,2,2,4,1,2,0,0,0,0,0,0.5475,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,36,1,13,2,1,0,0,6,3,2,0,2,4,2,1,2,1,2,2,3,1,2,0,0,0,0,0,1.1008,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,82,0,1,2,3,0,0,8,5,2,1,1,7,2,1,3,6,2,3,4,1,2,0,0,0,0,0,0.6181,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,82,0,1,2,2,0,0,5,97,2,1,1,7,2,1,3,6,2,2,4,1,2,0,0,0,0,0,0.6181,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,54,1,13,1,1,0,0,8,4,3,0,1,5,2,1,2,3,2,2,4,1,1,0,0,0,0,0,0.7646,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,21,1,13,2,1,0,0,8,4,1,0,4,8,2,1,3,1,3,2,4,1,2,0,0,0,0,0,1.1878,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,53,1,13,2,1,0,0,6,2,3,1,3,4,2,1,3,1,3,2,3,1,2,0,0,0,0,0,1.0677,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,68,1,1,2,1,0,0,6,4,2,1,2,7,1,1,2,1,3,4,3,1,1,0,0,0,0,0,0.6221,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,63,1,13,2,1,0,0,5,3,2,1,1,7,1,1,2,1,3,2,3,1,1,0,0,0,0,0,0.705,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,64,1,13,2,2,0,0,5,4,2,1,3,7,1,1,3,1,3,2,3,1,1,0,0,0,0,0,0.705,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,50,1,13,1,1,0,0,3,3,2,0,3,1,1,1,3,1,3,4,2,1,2,0,0,0,0,0,0.7694,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,16,0,1,3,2,0,0,7,5,1,1,4,8,1,1,2,1,1,4,2,1,2,0,0,0,0,0,0.7087,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,76,1,1,3,1,0,0,4,5,2,1,1,7,1,0,3,6,1,4,3,1,2,0,0,0,0,0,0.6221,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,71,0,1,4,2,1,0,6,4,2,0,1,7,1,1,3,1,3,4,3,1,1,0,0,0,0,0,0.9862,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,77,1,1,3,1,0,0,6,7,2,1,1,7,1,1,3,1,3,4,2,1,1,0,0,0,0,0,0.6221,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,76,0,1,6,1,0,0,12,97,2,0,1,7,2,1,3,6,2,4,3,1,1,0,0,0,0,0,1.2504,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,30,1,14,2,2,0,1,4,5,2,1,2,4,2,1,3,1,2,4,3,1,1,0,0,0,0,0,1.4728,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,69,1,1,4,2,0,0,10,1,2,1,1,7,2,1,3,6,3,1,4,2,1,0,0,0,0,0,0.8058,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,63,0,1,2,2,0,0,12,97,2,0,1,5,2,1,2,6,2,6,4,1,1,0,0,0,0,0,0.7197,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,60,1,1,3,4,0,0,4,9,2,1,2,4,3,1,2,6,1,3,4,1,1,0,0,0,0,0,0.7805,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,46,1,12,3,2,0,0,8,8,2,1,2,1,3,1,3,1,4,2,2,1,1,0,0,0,0,0,1.181,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,48,1,1,2,4,0,0,6,6,2,1,1,4,3,1,3,1,2,3,4,1,1,0,0,0,0,0,1.181,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,64,1,2,3,1,0,0,7,9,2,0,2,4,3,1,3,1,1,1,1,1,1,0,0,0,0,0,0.6131,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,58,1,1,3,3,0,1,6,3,2,0,1,3,3,1,2,1,1,4,3,1,1,0,0,0,0,0,0.5475,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,19,1,12,4,2,0,0,7,2,1,1,4,8,3,1,3,1,3,3,2,1,1,0,0,0,0,0,0.7042,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,73,1,1,3,2,0,0,8,4,2,0,2,7,3,1,3,1,3,2,3,2,3,0,0,0,0,0,0.9801,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,73,1,13,3,2,0,0,7,3,4,0,1,7,3,1,2,1,3,4,2,1,1,0,0,0,0,0,0.9801,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,72,0,1,2,2,0,0,12,5,2,0,1,7,1,0,3,6,1,4,4,1,2,0,0,0,0,0,1.7242,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,20,1,12,2,2,1,1,1,98,1,1,2,6,2,1,2,1,1,3,3,1,1,0,0,0,1,0,0.7251,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,31,1,1,3,1,0,0,1,10,1,0,3,4,2,1,2,1,1,4,1,1,1,0,0,0,0,0,1.1345,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,22,1,10,2,2,0,0,7,3,1,1,2,6,2,1,2,1,3,2,2,2,1,0,0,0,0,0,0.7843,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,46,1,1,2,2,0,0,6,97,2,0,1,4,2,1,2,1,1,2,2,2,1,0,0,0,0,0,0.8501,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,15,1,2,2,2,0,0,3,8,1,1,4,8,2,1,3,1,1,1,2,3,1,0,0,0,0,0,0.7843,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,48,0,13,2,2,0,0,7,5,2,1,3,4,2,1,3,1,1,2,2,2,1,0,0,0,0,0,1.181,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,50,0,1,3,2,0,0,12,98,3,0,1,7,1,1,3,6,1,4,3,2,2,0,0,0,0,0,1.3777,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,25,1,1,2,2,0,0,6,1,1,1,2,4,3,1,3,1,1,3,4,1,1,0,0,0,0,0,1.2826,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,61,1,1,2,2,0,0,6,3,2,0,1,4,3,1,3,1,1,4,2,1,1,0,0,0,0,0,0.6131,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,86,1,1,2,2,0,0,7,3,4,0,1,7,3,1,3,6,1,3,2,1,1,0,0,0,0,0,1.0852,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,42,1,1,3,2,0,0,7,3,2,0,2,4,3,1,3,1,1,3,3,1,1,0,0,0,0,0,0.8501,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,56,0,1,4,3,0,0,3,5,2,1,1,6,1,1,2,3,1,2,4,1,3,0,0,0,1,0,0.705,1.834,81.503,0.923,-0.565,0.416,1.752
ES,3,59,0,2,3,2,0,0,3,5,4,0,1,5,1,1,1,6,9,4,4,1,2,0,0,0,0,0,0.551,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,70,0,1,3,2,0,0,8,4,3,1,5,7,1,1,3,5,1,1,2,1,1,0,0,0,0,0,0.6221,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,71,0,1,2,1,0,0,2,5,2,0,2,7,1,1,3,6,3,2,4,1,1,0,0,0,0,0,0.9862,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,43,1,13,2,3,0,1,3,97,2,1,3,3,1,1,3,1,3,1,3,1,2,0,0,0,0,0,1.0743,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,67,1,12,2,1,0,0,11,4,2,1,2,7,1,1,3,2,3,2,4,1,1,0,0,0,0,0,0.6221,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,49,1,1,1,2,0,1,1,3,2,0,1,4,1,1,3,1,3,3,3,1,1,0,0,0,0,0,0.7694,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,39,1,12,1,2,1,1,11,2,2,0,2,3,1,1,2,1,1,4,2,1,2,0,0,0,1,0,1.1076,1.834,81.503,0.923,-0.565,0.416,1.752
ES,5,45,1,14,4,3,0,1,5,2,1,0,3,4,2,1,1,1,2,4,1,1,1,0,0,0,0,0,1.1093,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,27,1,12,4,1,0,0,9,5,2,1,3,2,2,1,3,1,4,2,2,1,1,0,0,0,0,0,1.6379,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,68,1,4,3,2,0,0,5,5,2,1,8,7,2,1,3,1,4,1,2,1,1,0,0,0,0,0,0.9138,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,66,1,1,3,3,0,0,7,5,4,0,2,4,2,1,2,4,3,2,2,1,1,0,0,0,0,0,1.3957,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,17,1,12,2,2,0,0,3,5,1,0,4,8,2,1,3,1,3,2,3,2,2,0,0,0,1,0,1.6778,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,44,0,13,3,2,0,0,7,3,2,1,3,2,2,1,3,1,3,2,3,1,1,0,1,0,0,0,0.8742,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,74,0,4,2,2,0,0,3,98,4,0,1,7,2,1,3,6,1,3,2,1,1,0,0,0,0,0,0.8004,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,48,1,13,2,2,0,0,3,4,2,1,2,4,2,1,3,1,3,3,4,1,1,0,0,0,0,0,0.8742,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,47,1,13,2,2,0,0,3,3,1,1,3,3,2,1,3,1,2,2,3,1,2,0,0,0,0,0,0.8742,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,48,1,1,2,2,0,0,6,5,2,0,2,3,2,1,3,1,3,2,3,1,1,0,0,0,0,0,0.7646,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,50,1,12,6,1,0,0,5,1,2,0,2,6,2,1,3,1,3,2,2,1,1,0,0,0,0,0,0.7646,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,58,0,1,2,2,0,0,5,1,2,1,1,7,2,1,3,1,3,3,2,1,1,0,0,0,0,0,0.7006,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,51,1,1,2,2,0,1,5,6,2,0,2,1,2,1,3,1,3,2,2,1,2,0,0,0,0,0,0.7646,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,35,0,1,3,2,0,0,5,5,2,1,3,3,2,1,3,1,3,2,2,1,2,0,0,0,0,0,1.161,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,59,1,1,2,2,0,0,4,1,2,1,1,6,2,0,3,1,3,2,4,1,1,0,0,0,0,0,0.7006,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,28,0,1,2,2,0,0,4,5,1,0,1,3,2,1,2,1,3,2,4,1,1,0,0,0,0,0,1.1008,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,49,0,13,1,4,0,0,3,1,2,1,1,6,1,1,1,2,1,4,3,1,2,0,0,0,0,0,1.7772,1.834,81.503,0.923,-0.565,0.416,1.752
ES,4,80,0,1,3,1,0,0,7,8,2,1,3,7,1,1,3,6,3,2,3,1,2,0,0,0,0,0,1.0898,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,69,0,1,2,2,0,0,8,8,4,0,2,7,1,1,3,6,1,2,3,1,2,0,0,0,0,0,1.6411,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,62,1,1,4,2,0,0,8,97,2,1,3,6,1,1,3,2,1,4,3,1,2,0,0,0,0,0,1.219,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,52,0,1,2,1,0,0,8,7,2,0,2,4,1,1,3,1,1,2,2,1,2,0,0,0,0,0,1.3136,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,36,1,1,1,2,0,1,5,8,2,0,2,4,1,1,2,1,1,2,2,1,2,0,0,0,0,0,1.8321,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,49,1,1,2,1,0,0,5,8,2,0,2,5,1,1,3,1,3,2,2,1,2,0,0,0,0,0,1.3136,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,73,0,1,5,1,0,0,5,8,2,0,1,5,1,1,3,6,3,2,4,1,2,0,0,0,0,0,1.6411,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,48,1,1,2,2,0,0,7,5,3,0,1,4,3,1,3,1,1,2,4,1,2,0,0,0,0,0,0.8501,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,57,1,1,2,2,0,0,7,5,2,0,1,4,3,1,3,2,1,2,4,1,2,0,0,0,0,0,0.6131,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,25,1,12,1,2,0,0,2,97,1,1,4,8,3,1,3,1,2,1,3,1,2,0,0,0,0,0,1.2826,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,41,1,1,2,2,0,0,6,5,1,1,2,4,3,1,3,1,2,2,4,1,2,0,0,0,0,0,1.181,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,39,0,1,2,2,0,0,9,5,1,0,1,4,1,1,3,1,1,3,4,2,2,0,0,0,0,0,1.1345,1.834,81.503,0.923,-0.565,0.416,1.752
ES,3,75,0,1,2,2,0,0,5,8,2,0,1,7,1,1,3,6,3,2,3,1,2,0,0,0,0,0,1.0105,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,59,1,1,2,2,0,0,7,2,2,0,2,4,1,1,3,1,1,2,2,1,1,0,0,0,0,0,0.5664,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,55,1,12,2,2,0,1,8,1,1,1,3,7,1,1,3,1,1,2,2,1,1,0,0,0,0,0,0.7237,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,33,1,1,1,1,0,1,7,7,2,1,3,4,1,1,3,1,3,2,2,1,2,0,0,0,0,0,1.1961,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,63,0,1,2,1,0,0,7,9,2,1,1,4,1,0,3,6,1,2,3,1,2,0,0,0,0,0,0.7237,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,23,1,13,1,1,0,1,8,1,1,1,2,4,1,1,3,1,1,2,2,1,1,0,0,0,0,0,0.7274,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,37,1,1,1,1,0,0,6,5,3,0,2,4,1,1,3,1,1,2,3,1,1,0,0,0,0,0,1.1345,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,65,1,1,2,2,0,0,3,5,2,0,1,5,2,1,3,6,1,6,4,1,3,0,0,0,0,0,0.7599,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,74,1,1,1,2,0,0,2,3,2,0,1,5,2,1,2,1,3,2,4,1,1,0,0,0,0,0,0.7599,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,55,1,1,1,2,0,0,1,2,2,0,1,5,2,1,3,1,2,4,4,1,1,0,0,0,0,0,0.3933,1.834,81.503,0.923,-0.565,0.416,1.752
ES,5,89,0,1,6,1,0,0,5,5,4,1,1,7,2,0,3,6,1,2,4,1,1,0,0,0,0,0,0.4558,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,57,1,1,2,2,0,0,8,97,2,0,1,7,1,1,3,1,3,1,4,1,1,0,0,0,0,0,0.7067,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,61,1,13,1,2,0,0,5,1,2,1,2,2,1,1,3,1,2,1,4,1,1,0,0,0,0,0,0.8931,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,59,1,1,2,3,0,0,5,98,2,0,1,6,1,1,2,6,2,3,4,2,1,0,0,0,0,0,0.7067,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,17,1,12,2,2,0,0,4,4,1,1,4,8,1,1,3,1,1,4,4,1,1,0,0,0,0,0,0.8971,1.834,81.503,0.923,-0.565,0.416,1.752
ES,2,58,0,1,3,1,0,0,5,7,2,0,1,4,2,1,3,2,3,2,4,1,1,0,0,0,0,0,0.5727,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,50,1,1,3,2,0,0,5,5,2,1,2,1,2,1,3,1,3,4,4,1,1,0,0,0,0,0,1.1089,1.834,81.503,0.923,-0.565,0.416,1.752
ES,1,42,1,1,3,2,0,1,5,4,2,1,3,1,2,1,3,1,3,2,3,1,1,0,0,0,0,0,1.1089,1.834,81.503,0.923,-0.565,0.416,1.752
